,区,单价,小区,层,总价,房型,房龄,板块,网址,面积
1403,黄浦,91691,打浦大楼,低区/16层,650,3室1厅,1978,打浦桥,/ershoufang/sh4784548.html,70.89
1404,徐汇,65853,龙南三四村,中区/6层,270,1室1厅,1994,龙华,/ershoufang/sh4784292.html,41.0
1405,浦东,64044,中冶尚城,低区/14层,570,2室2厅,2010,金桥,/ershoufang/sh4784196.html,89.0
1406,杨浦,65384,控江东三村,低区/6层,255,1室1厅,2003,黄兴公园,/ershoufang/sh4784097.html,39.0
1407,长宁,75730,延西小区,低区/6层,420,2室1厅,1990,新华路,/ershoufang/sh4783743.html,55.46
1408,普陀,58657,南大街22弄,中区/6层,270,2室0厅,1981,真如,/ershoufang/sh4783000.html,46.03
1409,闸北,81291,汉中小区,中区/22层,345,1室1厅,1997,不夜城,/ershoufang/sh4782815.html,42.44
1410,宝山,54987,通河二村,中区/6层,215,1室1厅,1992,通河,/ershoufang/sh4782450.html,39.1
1411,长宁,77395,长虹小区,中区/6层,290,1室1厅,1985,新华路,/ershoufang/sh4781958.html,37.47
1412,闸北,74544,阳城贵都,中区/11层,610,2室1厅,2010,阳城,/ershoufang/sh4781849.html,81.83
1413,嘉定,38340,新城悠活城,中区/18层,365,3室2厅,2011,菊园新区,/ershoufang/sh4781644.html,95.2
1414,嘉定,44166,大宅风范城,低区/13层,530,3室2厅,2007,江桥,/ershoufang/sh4781578.html,120.0
1415,杨浦,55106,凤城二村,低区/5层,327,2室0厅,1985,控江路,/ershoufang/sh4781532.html,59.34
1416,嘉定,44155,绿地新江桥城,高区/15层,340,2室2厅,2012,江桥,/ershoufang/sh4780586.html,77.0
1417,闵行,52315,小桥里,低区/11层,340,1室2厅,2008,航华,/ershoufang/sh4780547.html,64.99
1418,普陀,63028,星河世纪城,低区/13层,730,5室2厅,2005,真如,/ershoufang/sh4780307.html,115.82
1419,闵行,55774,东兰兴城（东兰新村）,高区/6层,510,2室2厅,1998,古美,/ershoufang/sh4780295.html,91.44
1420,宝山,55120,文华苑（宝山）,中区/7层,415,2室1厅,1997,大华,/ershoufang/sh4780199.html,75.29
1421,浦东,65949,东明苑,中区/24层,533,2室1厅,1998,世博,/ershoufang/sh4779997.html,80.82
1422,闵行,47582,航华三村四街坊,低区/6层,250,1室1厅,1997,航华,/ershoufang/sh4779539.html,52.54
1423,宝山,49012,呼玛二村,中区/6层,268,2室1厅,1989,张庙,/ershoufang/sh4779137.html,54.68
1424,黄浦,86587,瞿溪路1240弄,低区/6层,286,1室0厅,1240,打浦桥,/ershoufang/sh4779102.html,33.03
1425,徐汇,79365,西木小区,中区/6层,300,1室1厅,1986,斜土路,/ershoufang/sh4779001.html,37.8
1426,长宁,66788,新泾七村,低区/6层,220,1室0厅,1990,北新泾,/ershoufang/sh4778925.html,32.94
1427,闸北,70298,普善新苑,低区/18层,280,1室1厅,1995,大宁,/ershoufang/sh4778885.html,39.83
1428,闵行,48172,浦江世博家园八街坊,中区/5层,365,2室2厅,2006,浦江,/ershoufang/sh4778170.html,75.77
1429,虹口,54285,民华小区,中区/6层,349,2室1厅,1989,江湾镇,/ershoufang/sh4778016.html,64.29
1430,嘉定,50413,金丰新村,低区/6层,360,2室1厅,1994,丰庄,/ershoufang/sh4777901.html,71.41
1431,松江,39761,美丽星城,高区/12层,480,3室2厅,2004,九亭,/ershoufang/sh4777348.html,120.72
1432,静安,13054,静安新格公寓,中区/26层,630,2室1厅,2004,江宁路,/ershoufang/sh4776267.html,48.26
1433,虹口,61015,广中扩大小区,高区/6层,185,1室0厅,1989,凉城,/ershoufang/sh4776208.html,30.32
1434,虹口,75588,东体小区,高区/6层,440,2室1厅,2007,曲阳,/ershoufang/sh4776016.html,58.21
1435,虹口,59042,纪念路490号,低区/6层,190,1室0厅,1975,江湾镇,/ershoufang/sh4776012.html,32.18
1436,嘉定,29132,紫荆四村,高区/6层,230,3室1厅,1994,安亭,/ershoufang/sh4775804.html,78.95
1437,黄浦,99371,百汇大厦,高区/23层,790,2室2厅,1994,五里桥,/ershoufang/sh4775608.html,79.5
1438,杨浦,67408,政立路545弄,高区/6层,430,2室1厅,1995,五角场,/ershoufang/sh4775586.html,63.79
1439,闸北,65868,谈家桥路80弄,低区/6层,220,1室1厅,1986,大宁,/ershoufang/sh4775406.html,33.4
1440,虹口,89697,上农新村,中区/6层,350,1室1厅,unknow,曲阳,/ershoufang/sh4775358.html,39.02
1441,静安,12831,静安新格公寓,中区/26层,625,2室1厅,2004,江宁路,/ershoufang/sh4775222.html,48.71
1442,宝山,46974,菊泉新城（陆翔路358弄）,中区/6层,333,2室2厅,2005,顾村,/ershoufang/sh4774839.html,70.89
1443,杨浦,64890,延吉七村,低区/14层,285,1室1厅,1987,黄兴公园,/ershoufang/sh4774612.html,43.92
1444,黄浦,82043,中辉新苑,高区/18层,986,3室2厅,2001,世博滨江,/ershoufang/sh4774503.html,120.18
1445,黄浦,89887,海南西弄64号,高区/6层,240,1室1厅,1993,蓬莱公园,/ershoufang/sh4773473.html,26.7
1446,宝山,55801,大华二村,中区/6层,365,2室1厅,1997,大华,/ershoufang/sh4773389.html,65.41
1447,长宁,87787,华山花园,高区/27层,1250,3室2厅,1995,镇宁路,/ershoufang/sh4773334.html,142.39
1448,嘉定,41942,水岸秀苑,高区/6层,310,2室2厅,2005,江桥,/ershoufang/sh4773210.html,73.91
1449,宝山,47468,宝钢八村,中区/5层,210,2室0厅,1978,淞宝,/ershoufang/sh4773133.html,44.24
1450,浦东,89458,开发浦东,低区/25层,600,2室1厅,1990,潍坊,/ershoufang/sh4772697.html,67.07
1451,闵行,65229,当代艺墅,地上2层,2000,4室2厅,2000,莘庄,/ershoufang/sh4772444.html,306.61
1452,闸北,95283,慧芝湖花园,高区/36层,1000,2室2厅,2009,大宁,/ershoufang/sh4772418.html,104.95
1453,闵行,49313,东川花苑,中区/6层,280,2室1厅,1992,老闵行,/ershoufang/sh4771811.html,56.78
1454,普陀,65349,邮电三村,高区/6层,410,2室1厅,1994,长风,/ershoufang/sh4771695.html,62.74
1455,虹口,96257,紫虹嘉苑,高区/29层,980,3室2厅,2005,临平路,/ershoufang/sh4771606.html,101.81
1456,徐汇,81545,宛南五村,低区/6层,285,1室1厅,1980,龙华,/ershoufang/sh4771494.html,34.95
1457,徐汇,70262,田林新苑,低区/28层,495,2室1厅,1993,田林,/ershoufang/sh4770896.html,70.45
1458,徐汇,72294,天钥花苑,中区/35层,835,2室2厅,unknow,徐家汇,/ershoufang/sh4770857.html,115.5
1459,闸北,54540,场中小区,中区/5层,200,1室1厅,1995,彭浦,/ershoufang/sh4770668.html,36.67
1460,长宁,66884,友谊新村（长宁）,高区/6层,286,1室1厅,unknow,中山公园,/ershoufang/sh4770618.html,42.76
1461,浦东,35046,鑫龙佳苑,高区/6层,420,3室2厅,1994,川沙,/ershoufang/sh4770310.html,119.84
1462,浦东,74864,梅园四街坊,低区/24层,610,2室1厅,1994,源深,/ershoufang/sh4768674.html,81.48
1463,杨浦,58702,控江五村,中区/4层,200,1室1厅,1957,黄兴公园,/ershoufang/sh4768186.html,34.07
1464,杨浦,61687,敦化路6弄,中区/5层,242,1室1厅,unknow,控江路,/ershoufang/sh4768107.html,39.23
1465,黄浦,80000,南园小区,低区/29层,360,1室1厅,1992,打浦桥,/ershoufang/sh4767806.html,45.0
1466,虹口,75622,西南小区,高区/6层,255,1室0厅,1980,曲阳,/ershoufang/sh4767739.html,33.72
1467,徐汇,61802,斜土路2200弄,高区/6层,205,1室0厅,2200,徐家汇,/ershoufang/sh4767183.html,33.17
1468,杨浦,52293,开鲁路382弄,中区/6层,220,1室1厅,1987,中原,/ershoufang/sh4766209.html,42.07
1469,嘉定,39079,嘉亭菁苑,高区/27层,535,3室2厅,2011,安亭,/ershoufang/sh4765956.html,136.9
1470,徐汇,74941,吴东小区,中区/6层,480,2室1厅,1995,徐家汇,/ershoufang/sh4765879.html,64.05
1471,黄浦,84848,光启路91号,低区/7层,420,2室0厅,1992,豫园,/ershoufang/sh4765384.html,49.5
1472,黄浦,91958,明日星城,低区/18层,940,2室2厅,2005,董家渡,/ershoufang/sh4764708.html,102.22
1473,杨浦,79113,铁路新村（杨浦）,中区/6层,250,1室1厅,1987,五角场,/ershoufang/sh4764639.html,31.6
1474,浦东,62051,未来域,低区/18层,830,3室2厅,2006,三林,/ershoufang/sh4764615.html,133.76
1475,虹口,61298,玉田新村,低区/5层,220,1室0厅,1957,曲阳,/ershoufang/sh4763818.html,35.89
1476,浦东,58809,上南十村,低区/6层,252,1室1厅,1993,世博,/ershoufang/sh4763791.html,42.85
1477,普陀,55326,合阳小区,低区/6层,295,2室1厅,1987,甘泉宜川,/ershoufang/sh4763035.html,53.32
1478,宝山,52702,通河八村,低区/6层,195,1室1厅,1994,通河,/ershoufang/sh4762770.html,37.0
1479,杨浦,63943,控江路874弄,高区/5层,335,2室1厅,1984,控江路,/ershoufang/sh4762190.html,52.39
1480,徐汇,74523,徐汇公寓,低区/18层,750,2室2厅,2004,康健,/ershoufang/sh4761438.html,100.64
1481,浦东,69309,城市经典（四期）,中区/13层,1070,3室2厅,2006,张江,/ershoufang/sh4760914.html,154.38
1482,浦东,65885,恒大华城东林苑,中区/6层,506,3室1厅,2002,三林,/ershoufang/sh4760430.html,76.8
1483,闵行,37500,星丰苑,高区/6层,465,3室2厅,1998,莘庄,/ershoufang/sh4760223.html,124.0
1484,浦东,92241,中星怡景花园,低区/10层,1070,2室2厅,2007,洋泾,/ershoufang/sh4760175.html,116.0
1485,闸北,58593,三泉路510弄,中区/6层,375,2室1厅,1992,彭浦,/ershoufang/sh4759490.html,64.0
1486,杨浦,84942,佳龙花园,中区/10层,1012,3室2厅,2005,黄兴公园,/ershoufang/sh4759206.html,119.14
1487,普陀,10773,浅水湾恺悦名城,低区/24层,765,1室2厅,2010,长寿路,/ershoufang/sh4758588.html,71.01
1488,浦东,58571,御桥馨华苑,低区/6层,492,2室2厅,2004,御桥,/ershoufang/sh4757785.html,84.0
1489,浦东,62090,金杨新村五街坊,低区/6层,275,1室1厅,1994,金杨,/ershoufang/sh4757730.html,44.29
1490,闵行,44323,合生城邦三街坊,中区/8层,650,3室2厅,2008,老闵行,/ershoufang/sh4757679.html,146.65
1491,徐汇,68644,冠生园路261弄,高区/6层,405,2室1厅,1993,康健,/ershoufang/sh4757367.html,59.0
1492,普陀,62718,长风一村小区,中区/8层,215,1室1厅,1980,长风,/ershoufang/sh4757312.html,34.28
1493,宝山,44846,康桥水都（公寓）,中区/7层,530,3室2厅,2005,杨行,/ershoufang/sh4757208.html,118.18
1494,普陀,55725,申汉小区,中区/31层,730,3室2厅,unknow,长风,/ershoufang/sh4757086.html,131.0
1495,杨浦,62968,新中源大楼,中区/18层,420,2室2厅,1992,周家嘴路,/ershoufang/sh4756795.html,66.7
1496,浦东,66666,毕加索小镇（一期）（公寓）,中区/8层,400,1室1厅,2010,唐镇,/ershoufang/sh4756702.html,60.0
1497,杨浦,61735,营口大厦,中区/24层,439,1室1厅,1999,黄兴公园,/ershoufang/sh4756684.html,71.11
1498,杨浦,67545,唐山路1380弄,中区/2层,210,1室1厅,1380,周家嘴路,/ershoufang/sh4756671.html,31.09
1499,长宁,64961,虹旭小区,中区/6层,315,2室1厅,1990,虹桥,/ershoufang/sh4756540.html,48.49
1500,虹口,61763,灵新小区,高区/6层,215,1室0厅,1988,凉城,/ershoufang/sh4756515.html,34.81
1501,浦东,59230,博山小区,高区/25层,325,2室1厅,1990,洋泾,/ershoufang/sh4756430.html,54.87
1502,徐汇,61040,华东花苑,中区/7层,630,3室2厅,1997,上海南站,/ershoufang/sh4756256.html,103.21
1503,徐汇,82884,创世纪花园,高区/34层,1000,2室2厅,2000,徐家汇,/ershoufang/sh4756191.html,120.65
1504,虹口,54439,仁德小区,高区/6层,225,1室1厅,1990,江湾镇,/ershoufang/sh4755871.html,41.33
1505,宝山,49107,环镇北路509弄,高区/6层,187,1室1厅,1996,上大,/ershoufang/sh4755860.html,38.08
1506,浦东,59516,由由五村,高区/6层,455,3室1厅,1994,北蔡,/ershoufang/sh4755770.html,76.45
1507,浦东,59903,海阳一村,高区/6层,460,2室1厅,1995,三林,/ershoufang/sh4755240.html,76.79
1508,宝山,46826,宝钢八村,低区/5层,225,2室1厅,1978,淞宝,/ershoufang/sh4755001.html,48.05
1509,徐汇,73668,东安二村,高区/6层,350,2室0厅,1985,徐家汇,/ershoufang/sh4754863.html,47.51
1510,长宁,73317,民心小区,高区/6层,255,1室1厅,1993,中山公园,/ershoufang/sh4754846.html,34.78
1511,杨浦,49770,闸殷小区,中区/5层,163,1室0厅,1997,中原,/ershoufang/sh4754742.html,32.75
1512,虹口,87826,东方都市景苑,中区/29层,1150,3室2厅,2002,临平路,/ershoufang/sh4753926.html,130.94
1513,浦东,87111,花木苑,高区/6层,440,1室1厅,2000,花木,/ershoufang/sh4753573.html,50.51
1514,杨浦,68889,控江路1197弄,低区/7层,250,1室0厅,1197,周家嘴路,/ershoufang/sh4752710.html,36.29
1515,闵行,63276,古美八村,中区/6层,270,1室1厅,1993,古美,/ershoufang/sh4752253.html,42.67
1516,杨浦,53747,长白三村,低区/5层,180,1室0厅,1991,黄兴公园,/ershoufang/sh4752002.html,33.49
1517,浦东,60469,东明苑,高区/6层,268,1室1厅,1996,世博,/ershoufang/sh4751613.html,44.32
1518,静安,93386,静安阳光名都,中区/29层,1350,4室2厅,2004,曹家渡,/ershoufang/sh4751513.html,144.56
1519,长宁,80497,虹德苑,低区/6层,880,2室2厅,2000,中山公园,/ershoufang/sh4751378.html,109.32
1520,徐汇,68872,田林新苑,低区/18层,460,2室1厅,1988,田林,/ershoufang/sh4750496.html,66.79
1521,徐汇,61290,漕溪一村,中区/5层,380,2室1厅,1979,万体馆,/ershoufang/sh4750494.html,62.0
1522,杨浦,66501,幸福公寓,中区/6层,670,2室1厅,1997,周家嘴路,/ershoufang/sh4750485.html,100.75
1523,杨浦,53751,民京路837弄,中区/7层,298,2室1厅,1997,中原,/ershoufang/sh4750042.html,55.44
1524,杨浦,59818,长白三村,低区/4层,198,1室0厅,1993,黄兴公园,/ershoufang/sh4749761.html,33.1
1525,浦东,60741,环球翡翠湾花园（公寓）,低区/8层,585,2室2厅,2006,三林,/ershoufang/sh4749385.html,96.31
1526,徐汇,61166,龙吴路11弄,高区/6层,258,1室1厅,1990,万体馆,/ershoufang/sh4749298.html,42.18
1527,浦东,55588,凌兆新村（上浦路36弄）,中区/6层,280,1室1厅,1995,三林,/ershoufang/sh4749018.html,50.37
1528,普陀,59942,光新苑,中区/7层,208,1室1厅,1986,光新,/ershoufang/sh4748780.html,34.7
1529,浦东,58619,锦南浦三小区,低区/6层,203,1室0厅,1995,南码头,/ershoufang/sh4748508.html,34.63
1530,徐汇,78376,东安五村,低区/6层,390,2室0厅,1984,龙华,/ershoufang/sh4748312.html,49.76
1531,宝山,48696,上大阳光乾泽园,中区/6层,465,2室2厅,2001,上大,/ershoufang/sh4748208.html,95.49
1532,虹口,63235,三兴苑,中区/6层,430,2室1厅,2004,江湾镇,/ershoufang/sh4748165.html,68.0
1533,杨浦,55355,凤城二村,中区/5层,200,1室1厅,1999,控江路,/ershoufang/sh4747999.html,36.13
1534,浦东,59758,永泰花苑,高区/11层,440,2室1厅,2005,三林,/ershoufang/sh4747955.html,73.63
1535,普陀,82425,绿地世纪城（二期）,中区/33层,855,2室2厅,2003,武宁,/ershoufang/sh4747921.html,103.73
1536,闸北,49197,三泉路415弄,高区/6层,285,2室1厅,1995,彭浦,/ershoufang/sh4747317.html,57.93
1537,杨浦,56409,工农二村,中区/6层,345,2室1厅,1989,中原,/ershoufang/sh4746972.html,61.16
1538,浦东,59016,临沂六村,中区/6层,270,2室0厅,1991,南码头,/ershoufang/sh4746965.html,45.75
1539,徐汇,64614,挹翠苑,高区/6层,550,2室2厅,1999,植物园,/ershoufang/sh4746780.html,85.12
1540,长宁,71090,锦屏小区,低区/6层,375,2室1厅,1986,中山公园,/ershoufang/sh4746744.html,52.75
1541,杨浦,85781,沧州路180弄,中区/6层,330,1室1厅,1987,黄兴公园,/ershoufang/sh4746699.html,38.47
1542,闵行,38823,红旗小区,高区/6层,198,2室1厅,1988,老闵行,/ershoufang/sh4745920.html,51.0
1543,普陀,73178,中远两湾城,高区/34层,735,2室2厅,2002,中远两湾城,/ershoufang/sh4745766.html,100.44
1544,虹口,61551,大三小区,高区/6层,223,1室1厅,1975,曲阳,/ershoufang/sh4745523.html,36.23
1545,徐汇,89310,田林十四村,中区/6层,325,1室0厅,1987,田林,/ershoufang/sh4745287.html,36.39
1546,徐汇,75912,上海师大新村,高区/5层,468,3室1厅,1980,康健,/ershoufang/sh4745144.html,61.65
1547,杨浦,57149,民星一村,低区/6层,235,1室1厅,1988,中原,/ershoufang/sh4745058.html,41.12
1548,闵行,68907,东航明珠公寓,中区/18层,615,2室1厅,1998,金虹桥,/ershoufang/sh4745042.html,89.25
1549,普陀,57710,石泉大厦,中区/7层,250,1室1厅,1997,光新,/ershoufang/sh4744765.html,43.32
1550,徐汇,78977,漕溪四村,高区/6层,420,2室0厅,1986,万体馆,/ershoufang/sh4744112.html,53.18
1551,浦东,79112,爵仕悦,低区/17层,720,2室2厅,2007,世博,/ershoufang/sh4743943.html,91.01
1552,普陀,80376,中浩云花园,高区/24层,1060,3室2厅,2008,万里,/ershoufang/sh4743719.html,131.88
1553,徐汇,78718,橡胶小区,中区/24层,570,2室1厅,1993,徐家汇,/ershoufang/sh4743185.html,72.41
1554,杨浦,71574,延吉七村,低区/6层,210,1室0厅,1986,黄兴公园,/ershoufang/sh4742922.html,29.34
1555,闸北,69930,青云路604号,高区/6层,390,2室1厅,2000,西藏北路,/ershoufang/sh4742739.html,55.77
1556,闵行,65257,西班牙名园,高区/12层,840,3室2厅,2001,梅陇,/ershoufang/sh4742620.html,128.72
1557,长宁,95702,虹桥华庭,高区/31层,1000,2室2厅,2004,仙霞,/ershoufang/sh4742443.html,104.49
1558,浦东,63362,飞旺家园,低区/6层,730,3室2厅,2004,三林,/ershoufang/sh4742360.html,115.21
1559,闵行,54707,古美西路420弄,中区/6层,405,2室1厅,1996,古美,/ershoufang/sh4742291.html,74.03
1560,杨浦,81776,黄兴雅苑,低区/11层,950,3室2厅,2003,五角场,/ershoufang/sh4742045.html,116.17
1561,浦东,54173,凌兆新村（凌兆路379弄）,中区/6层,270,1室1厅,1996,三林,/ershoufang/sh4741312.html,49.84
1562,徐汇,76372,宛龙小区,低区/6层,715,2室2厅,2000,龙华,/ershoufang/sh4740312.html,93.62
1563,长宁,69359,安东小区,低区/7层,395,2室1厅,1989,新华路,/ershoufang/sh4740286.html,56.95
1564,嘉定,47900,金丰新村,高区/6层,340,2室1厅,1994,丰庄,/ershoufang/sh4739948.html,70.98
1565,黄浦,10598,中福花苑,中区/15层,450,2室1厅,2003,蓬莱公园,/ershoufang/sh4739477.html,42.46
1566,宝山,43239,共富一村,中区/6层,260,1室2厅,1996,共富,/ershoufang/sh4739327.html,60.13
1567,徐汇,72790,江南新村（徐汇）,中区/5层,355,2室1厅,1976,斜土路,/ershoufang/sh4739276.html,48.77
1568,闵行,50372,新梅花苑,高区/6层,250,1室1厅,1995,古美,/ershoufang/sh4739150.html,49.63
1569,黄浦,13177,士林华苑,高区/25层,2000,3室2厅,2007,豫园,/ershoufang/sh4738964.html,151.77
1570,宝山,49575,呼玛三村,低区/6层,280,2室1厅,1994,张庙,/ershoufang/sh4738892.html,56.48
1571,普陀,62460,车站新村（普陀）,低区/6层,200,1室0厅,1985,真如,/ershoufang/sh4738617.html,32.02
1572,杨浦,71615,林绿家园,高区/6层,328,2室1厅,1991,五角场,/ershoufang/sh4737586.html,45.8
1573,普陀,63920,曹杨二村,高区/4层,405,4室1厅,1964,曹杨,/ershoufang/sh4737559.html,63.36
1574,闸北,94981,绿洲雅宾利花园（一期）,低区/32层,1130,3室2厅,2007,西藏北路,/ershoufang/sh4737529.html,118.97
1575,徐汇,11724,中原新村,高区/6层,410,1室0厅,1984,徐家汇,/ershoufang/sh4737318.html,34.97
1576,长宁,67114,天诚花苑,中区/22层,730,2室2厅,1998,中山公园,/ershoufang/sh4737058.html,108.77
1577,静安,10254,南阳小区,高区/25层,500,1室1厅,1990,南京西路,/ershoufang/sh4737019.html,48.76
1578,普陀,45435,桃浦七村雪松苑,高区/6层,220,2室0厅,1995,桃浦,/ershoufang/sh4736734.html,48.42
1579,宝山,58347,文华苑（宝山）,低区/6层,310,1室1厅,1997,大华,/ershoufang/sh4736152.html,53.13
1580,闸北,50488,兴泉小区,中区/6层,310,2室1厅,1995,彭浦,/ershoufang/sh4736102.html,61.4
1581,静安,10741,四和花园,中区/25层,620,2室1厅,1994,曹家渡,/ershoufang/sh4735327.html,57.72
1582,虹口,64943,水电路1013弄,高区/25层,299,1室1厅,1013,凉城,/ershoufang/sh4735287.html,46.04
1583,杨浦,64308,国定路700弄,低区/6层,300,1室1厅,1988,五角场,/ershoufang/sh4735286.html,46.65
1584,普陀,73553,世纪之门,低区/25层,440,2室1厅,2001,长寿路,/ershoufang/sh4735046.html,59.82
1585,虹口,65668,韶嘉路51弄,中区/5层,215,1室1厅,1989,江湾镇,/ershoufang/sh4734917.html,32.74
1586,浦东,57180,昌七小区,低区/6层,346,2室1厅,1996,世博,/ershoufang/sh4734405.html,60.51
1587,闸北,75084,永盛苑,中区/11层,798,2室2厅,2003,西藏北路,/ershoufang/sh4733997.html,106.28
1588,闸北,53753,永和二村,中区/6层,295,2室1厅,1995,永和,/ershoufang/sh4733498.html,54.88
1589,徐汇,83383,田林十二村,高区/6层,418,2室1厅,1986,田林,/ershoufang/sh4732878.html,50.13
1590,浦东,94212,华丽家族花园,中区/22层,1680,3室2厅,2002,联洋,/ershoufang/sh4732381.html,178.32
1591,徐汇,78616,申晖小区,高区/6层,300,1室1厅,1995,斜土路,/ershoufang/sh4732210.html,38.16
1592,徐汇,63881,寿祥坊,中区/6层,370,2室1厅,1994,康健,/ershoufang/sh4731776.html,57.92
1593,徐汇,61864,华利公寓,高区/29层,420,1室1厅,1997,田林,/ershoufang/sh4731505.html,67.89
1594,黄浦,79234,蒙自路395弄,低区/7层,290,1室1厅,1987,五里桥,/ershoufang/sh4731460.html,36.6
1595,杨浦,75135,建设新苑,低区/14层,708,2室2厅,2005,周家嘴路,/ershoufang/sh4730887.html,94.23
1596,闵行,53527,古美四村,高区/6层,390,2室1厅,1995,古美,/ershoufang/sh4730731.html,72.86
1597,虹口,69748,虬龙公寓,高区/20层,700,3室1厅,unknow,四川北路,/ershoufang/sh4730645.html,100.36
1598,徐汇,79621,凯旋花苑,低区/33层,935,2室2厅,2001,徐家汇,/ershoufang/sh4730550.html,117.43
1599,徐汇,76000,绿邑翠苑,高区/14层,988,3室2厅,2005,植物园,/ershoufang/sh4730180.html,130.0
1600,徐汇,84932,茶陵路400弄,中区/6层,385,2室1厅,1986,斜土路,/ershoufang/sh4730170.html,45.33
1601,宝山,42857,海滨新村,高区/5层,150,1室0厅,1982,淞宝,/ershoufang/sh4730063.html,35.0
1602,黄浦,12135,汇龙新城,低区/33层,1200,2室2厅,2002,五里桥,/ershoufang/sh4729924.html,98.88
1603,浦东,45439,海尚乐苑,中区/12层,270,1室1厅,2010,康桥,/ershoufang/sh4729721.html,59.42
1604,虹口,69648,赤峰小区,低区/24层,450,2室1厅,1988,曲阳,/ershoufang/sh4729353.html,64.61
1605,浦东,49103,齐爱佳苑,低区/6层,400,2室2厅,2008,唐镇,/ershoufang/sh4729269.html,81.46
1606,青浦,39787,新城盛景园,中区/11层,352,3室2厅,2009,夏阳,/ershoufang/sh4728676.html,88.47
1607,浦东,10075,梅园四街坊,中区/6层,630,2室1厅,1989,源深,/ershoufang/sh4728665.html,62.53
1608,杨浦,85621,同济新村,中区/6层,265,1室0厅,1989,鞍山,/ershoufang/sh4728534.html,30.95
1609,黄浦,12467,华盛大公馆,中区/32层,1400,2室2厅,2004,人民广场,/ershoufang/sh4728462.html,112.29
1610,浦东,58107,永泰花苑,中区/11层,420,2室1厅,2006,三林,/ershoufang/sh4727669.html,72.28
1611,普陀,61670,桂巷新村,中区/17层,395,3室1厅,1989,长风,/ershoufang/sh4727562.html,64.05
1612,普陀,67307,万里名轩,低区/10层,420,1室1厅,1999,万里,/ershoufang/sh4726753.html,62.4
1613,闵行,47435,新梅花苑,高区/6层,345,2室2厅,1995,古美,/ershoufang/sh4726640.html,72.73
1614,徐汇,88860,漕溪大楼,低区/14层,485,2室1厅,1975,徐家汇,/ershoufang/sh4726567.html,54.58
1615,松江,38712,新凯家园,中区/14层,255,2室1厅,2009,泗泾,/ershoufang/sh4726320.html,65.87
1616,普陀,54555,曹杨九村,高区/7层,200,1室1厅,1977,曹杨,/ershoufang/sh4725386.html,36.66
1617,长宁,78678,香榭苑,低区/16层,1300,4室2厅,unknow,新华路,/ershoufang/sh4725265.html,165.23
1618,黄浦,15904,翠湖天地嘉苑,中区/35层,2900,3室2厅,2008,新天地,/ershoufang/sh4725162.html,182.34
1619,浦东,12271,潍坊十村,高区/6层,410,1室0厅,1985,潍坊,/ershoufang/sh4724963.html,33.41
1620,虹口,67478,丰二小区,高区/18层,410,1室1厅,1992,江湾镇,/ershoufang/sh4724630.html,60.76
1621,浦东,80987,黄山始信苑,中区/5层,610,2室1厅,1999,金杨,/ershoufang/sh4724589.html,75.32
1622,徐汇,67340,明佳苑,低区/15层,740,2室2厅,1998,万体馆,/ershoufang/sh4724456.html,109.89
1623,长宁,77080,天山新苑,高区/8层,755,2室2厅,1999,天山,/ershoufang/sh4724373.html,97.95
1624,杨浦,61764,控江东三村,低区/6层,210,1室1厅,unknow,黄兴公园,/ershoufang/sh4724073.html,34.0
1625,黄浦,80524,江南造船大厦（公寓）,高区/24层,810,2室2厅,2000,打浦桥,/ershoufang/sh4723959.html,100.59
1626,长宁,80482,番禺大厦,中区/29层,360,1室1厅,1999,新华路,/ershoufang/sh4723889.html,44.73
1627,浦东,54928,瑞禾明苑,中区/15层,550,2室2厅,2005,外高桥,/ershoufang/sh4723664.html,100.13
1628,闸北,73684,虬江大楼,低区/16层,420,2室0厅,1988,西藏北路,/ershoufang/sh4723451.html,57.0
1629,嘉定,43965,中虹华苑,低区/6层,255,1室1厅,2006,江桥,/ershoufang/sh4722402.html,58.0
1630,杨浦,70611,延吉二村,中区/5层,210,1室0厅,1983,黄兴公园,/ershoufang/sh4722137.html,29.74
1631,闸北,50480,岭南路100弄,高区/6层,210,1室1厅,1989,彭浦,/ershoufang/sh4722133.html,41.6
1632,闸北,64823,龙潭小区,高区/6层,340,2室1厅,1994,阳城,/ershoufang/sh4721758.html,52.45
1633,闵行,46203,南洋博仕欣居,低区/14层,600,3室2厅,2005,老闵行,/ershoufang/sh4721606.html,129.86
1634,浦东,51308,城南路380弄,中区/5层,196,2室1厅,1981,川沙,/ershoufang/sh4721571.html,38.2
1635,黄浦,10472,黄浦新苑（公寓）,低区/31层,1050,2室2厅,2001,蓬莱公园,/ershoufang/sh4721451.html,100.26
1636,浦东,94219,梅园五街坊,高区/6层,590,2室1厅,1994,源深,/ershoufang/sh4721391.html,62.62
1637,闵行,43829,金铭福邸,中区/6层,580,3室2厅,2003,老闵行,/ershoufang/sh4721023.html,132.33
1638,闸北,73588,阳城贵都,高区/10层,730,2室2厅,2010,阳城,/ershoufang/sh4720954.html,99.2
1639,浦东,72628,东旺名苑,中区/11层,683,3室1厅,2010,三林,/ershoufang/sh4720911.html,94.04
1640,杨浦,57875,开鲁一村,中区/6层,352,2室1厅,1992,中原,/ershoufang/sh4720562.html,60.82
1641,闵行,60773,海申花园,高区/20层,735,3室1厅,1999,金虹桥,/ershoufang/sh4720517.html,120.94
